site ID,crosval ID,sw,nee,gpp,lai,ave,amp,lst_day,lst_night,brdf1,brdf2,brdf3,brdf4,brdf5,brdf6,brdf7,lc,XGBoost GPP,SVR GPP,RF GPP
6,6,252.24,-1.0573,1.7871,0.735565681098205,0.321271033984701,0.870017058309521,266.769326688815,258.196895295405,0.05,0.2341,0.0267,0.0609,0.2612,0.196,0.088,1,1.8852026,-0.170469372768997,1.13547478173124
6,6,203.98,-0.74032,1.3947,0.735565681098205,0.321271033984701,0.870017058309521,266.769326688815,258.196895295405,0.204753296703297,0.285863461538462,0.189005906593407,0.204742445054945,0.238217606602476,0.154307464788732,0.0788254120879121,1,1.0275037,1.23363302868684,0.802352282446082
6,6,272.07,-0.49709,1.1494,3.8388,0.321271033984701,0.870017058309521,302.3244,287.6244,0.0321,0.2606,0.018,0.0492,0.2713,0.1749,0.0671,1,6.7758512,7.28429011104713,7.23685737102649
6,6,257.65,-0.12489,0.94453,4.749,0.321271033984701,0.870017058309521,300.9467,287.8956,0.032,0.2605,0.0181,0.0487,0.2698,0.1733,0.0658,1,6.2004957,7.24112993795629,6.15007080213939
6,6,229.54,-0.14943,0.91897,4.051,0.321271033984701,0.870017058309521,299.6111,289.86,0.0312,0.2653,0.0173,0.0488,0.2758,0.1755,0.0654,1,6.2985826,6.45256462497877,5.86231473034734
6,6,202.42,0.037877,0.76748,4.8857,0.321271033984701,0.870017058309521,304.7133,291.0844,0.0308,0.2642,0.0166,0.0495,0.2771,0.18,0.067,1,5.960007,6.03722933252822,6.76817218659066
6,6,211.24,-0.39654,1.0523,3.6837,0.321271033984701,0.870017058309521,294.9911,278.8022,0.0302,0.2562,0.0166,0.0479,0.2714,0.1772,0.0663,1,5.00346,4.8091944154687,5.08490764852866
6,6,191.4,-0.32423,0.85747,2.7204,0.321271033984701,0.870017058309521,294.2,282.7556,0.0309,0.2323,0.0169,0.0454,0.2554,0.165,0.0639,1,5.3511744,4.9065494860803,5.0773254814213
6,6,162.02,-0.34598,0.74399,2.6,0.321271033984701,0.870017058309521,287.9067,275.3444,0.0334,0.2148,0.0182,0.0462,0.239,0.1553,0.0619,1,4.2363386,3.0755280206156,4.19732266598933
6,6,149.77,0.13642,0.32094,1.7184,0.321271033984701,0.870017058309521,289.0822,272.7556,0.0428,0.2393,0.0192,0.0581,0.2652,0.1743,0.0704,1,4.1762605,4.24188693317295,4.40136532051001
6,6,108.84,0.23846,0.17449,0.9673,0.321271033984701,0.870017058309521,282.9089,268.7244,0.069,0.219,0.0262,0.0671,0.2557,0.1787,0.0781,1,2.5082116,2.32731881190392,2.45842256105892
6,6,83.801,0.37311,0.062003,0.602,0.321271033984701,0.870017058309521,276.6911,267.3489,0.0839,0.2049,0.0314,0.0711,0.2497,0.1816,0.0832,1,0.9980315,1.27191166035983,0.966533080898919
6,6,70.411,0.31105,0.098723,0.5898,0.321271033984701,0.870017058309521,275.32,265.7667,0.0936,0.1847,0.0372,0.0693,0.2382,0.1896,0.093,1,0.79614556,0.87250914930153,0.800895133312605
6,6,108.96,0.27152,0.10183,0.5898,0.321271033984701,0.870017058309521,273.22,263.9,0.0804,0.1603,0.0307,0.0568,0.2201,0.1988,0.107,1,0.82036686,0.96063532434668,0.825052134634543
6,6,214.14,0.12255,0.06514,0.0061,0.321271033984701,0.870017058309521,272.1933,259.9511,0.4196,0.4175,0.3994,0.4141,0.1935,0.083,0.0506,1,1.2954595,1.18123094534531,1.39095891344366
6,6,214.49,0.20192,0.038673,0,0.321271033984701,0.870017058309521,273.2511,266.7889,0.4238,0.41,0.4006,0.4165,0.1636,0.0762,0.0486,1,1.311147,1.13095933266368,1.15241170238064
6,6,217.45,0.27438,0.039185,0.1327,0.321271033984701,0.870017058309521,275.0644,268.74,0.3569,0.3555,0.3307,0.3463,0.158,0.0947,0.0615,1,1.2474362,1.15180356677128,1.39473838703509
6,6,243.76,0.392,0.10892,0.7816,0.321271033984701,0.870017058309521,287.4689,270.9889,0.0715,0.1562,0.0275,0.051,0.2138,0.2179,0.1315,1,2.5283563,2.39051097444106,2.5364439775664
6,6,243.56,0.12545,0.32989,0.9694,0.321271033984701,0.870017058309521,294.7844,271.6222,0.0672,0.1469,0.0269,0.0503,0.2088,0.2115,0.1319,1,3.4799583,2.96380546412059,3.26399848135528
6,6,227.94,-0.19189,0.9448,0.9653,0.321271033984701,0.870017058309521,294.3378,273.94,0.0386,0.1095,0.0163,0.0359,0.1521,0.1521,0.1111,1,3.7250118,3.38459711969761,3.59622554243727
6,6,233.65,-0.93274,1.4571,1.3,0.321271033984701,0.870017058309521,297.76,280.4089,0.0343,0.1207,0.0157,0.0351,0.1613,0.1527,0.1074,1,4.9889755,3.92813565910385,5.05977056990767
6,6,261.5,-0.81351,1.3501,2.4082,0.321271033984701,0.870017058309521,301.8133,282.4556,0.0352,0.1628,0.0168,0.0422,0.1965,0.1725,0.1051,1,4.5581994,3.19692166854449,4.42586119237866
6,6,253.14,-0.59968,1.2745,2.8,0.321271033984701,0.870017058309521,304.1556,285.28,0.0331,0.1817,0.0163,0.041,0.2081,0.1713,0.0969,1,4.2477274,3.74646594548752,4.47576373981856
6,6,225.24,-0.31949,1.1758,2.798,0.321271033984701,0.870017058309521,306.2867,286.5911,0.0305,0.1944,0.0153,0.0396,0.2162,0.1716,0.0921,1,4.2585726,4.16602924123224,5.05565519588333
6,6,232.14,-0.34048,1.3062,3.2898,0.321271033984701,0.870017058309521,302.1022,289.1289,0.0301,0.2053,0.0155,0.041,0.2259,0.1745,0.0894,1,4.2910514,3.49080589704373,4.88368619530034
6,6,264.75,-0.62761,1.4043,3.3224,0.321271033984701,0.870017058309521,299.2667,285.6,0.0308,0.2193,0.0154,0.0441,0.2374,0.1753,0.0858,1,4.9733686,4.6152633536689,4.44801843996311
6,6,203.91,-0.50564,0.98743,3.7694,0.321271033984701,0.870017058309521,298.7244,283.4533,0.0305,0.2215,0.0157,0.0443,0.2402,0.1741,0.0843,1,4.4975915,3.23737509224445,4.18499118413303
6,6,224.11,-0.19534,0.72437,2.3918,0.321271033984701,0.870017058309521,295.6378,283.8156,0.204753296703297,0.285863461538462,0.189005906593407,0.204742445054945,0.238217606602476,0.154307464788732,0.0788254120879121,1,4.9751654,1.76819726734511,7.07875384167833
6,6,157.2,0.02091,0.52317,2.7694,0.321271033984701,0.870017058309521,297.8867,282.6756,0.0359,0.2087,0.0202,0.0452,0.2361,0.1759,0.0849,1,3.7337368,3.08184557357961,4.86199558159058
6,6,208.63,0.06311,0.32851,2.0673,0.321271033984701,0.870017058309521,299.8222,282.9622,0.0406,0.2009,0.0204,0.0467,0.2369,0.1838,0.0925,1,4.4064493,4.83131106342629,4.19028568472771
6,6,87.733,0.038652,0.19826,0.4367,0.321271033984701,0.870017058309521,266.769326688815,282.1378,0.044,0.201,0.0219,0.0498,0.2375,0.187,0.0944,1,0.8362311,0.632176950592063,0.899010604512288
6,6,96.59,0.17608,0.26365,0.8224,0.321271033984701,0.870017058309521,266.769326688815,275.4844,0.204753296703297,0.285863461538462,0.189005906593407,0.204742445054945,0.238217606602476,0.154307464788732,0.0788254120879121,1,0.7797982,0.552536327687963,0.625863340145727
6,6,124.84,0.4168,0.23121,0.8122,0.321271033984701,0.870017058309521,287.3311,276.1356,0.06,0.1635,0.0278,0.0564,0.2087,0.1795,0.0986,1,2.5082402,1.83579795639596,2.66404968331432
6,6,86.739,0.40642,0.11003,0.5959,0.321271033984701,0.870017058309521,297.1956,282.4844,0.0658,0.1581,0.029,0.0567,0.2073,0.1834,0.1027,1,2.373709,1.42267437650728,1.89271209434334
6,6,66.155,0.37077,0.061178,0.4918,0.321271033984701,0.870017058309521,275.1733,265.5733,0.0665,0.1351,0.028,0.0503,0.1863,0.1735,0.1023,1,0.7526065,0.610220801549439,0.798461153392246
6,6,47.327,0.20758,0.050201,0.5551,0.321271033984701,0.870017058309521,272.2311,261.0778,0.0557,0.1148,0.0217,0.0397,0.161,0.1712,0.0964,1,0.78309065,0.335877122301206,0.790556494441065
6,6,161.1,0.077384,0.026686,0,0.321271033984701,0.870017058309521,272.9156,262.6956,0.4028,0.414,0.3753,0.3916,0.2298,0.1019,0.055,1,1.0722988,0.829816512381729,1.02581678937638
6,6,169.68,0.071799,0.027965,0.1102,0.321271033984701,0.870017058309521,274.0644,264,0.3642,0.377,0.3347,0.3539,0.1854,0.0987,0.0557,1,1.0678523,0.804554077315212,1.01518205810918
6,6,190.52,0.1563,0.021748,0.1653,0.321271033984701,0.870017058309521,277.6711,266.8689,0.204753296703297,0.285863461538462,0.189005906593407,0.204742445054945,0.238217606602476,0.154307464788732,0.0788254120879121,1,1.1030669,0.600552740961809,1.02305653665468
6,6,230.99,0.23583,0.034798,0.6939,0.321271033984701,0.870017058309521,290.08,271.8578,0.0803,0.1506,0.0294,0.0546,0.2004,0.2132,0.1428,1,2.6829915,2.66616479505123,2.55333075188029
6,6,152.73,0.23047,0.035296,0.6143,0.321271033984701,0.870017058309521,275.8911,270.7022,0.0813,0.1521,0.0308,0.0559,0.2035,0.2144,0.1458,1,0.97364867,1.38614483910505,0.913870494421263
6,6,182.9,0.20749,0.17082,0.6429,0.321271033984701,0.870017058309521,289.1733,275.3622,0.1152,0.1856,0.0738,0.0974,0.2106,0.1897,0.1275,1,1.8838642,1.00150686154289,1.77822156465856
6,6,224.46,-0.1265,0.54277,1.0061,0.321271033984701,0.870017058309521,295.3867,273.0533,0.0671,0.1612,0.0264,0.0536,0.2235,0.2298,0.148,1,3.8453598,2.88564835298119,3.72610571297729
6,6,234.9,-0.65644,1.2408,1.3265,0.321271033984701,0.870017058309521,302.8267,282.2511,0.0612,0.1721,0.0259,0.0544,0.2305,0.223,0.138,1,4.59948,3.65890016897327,4.82654033631272
6,6,213.3,-0.62911,1.2758,1.6388,0.321271033984701,0.870017058309521,295.0289,277.1556,0.0542,0.19,0.0245,0.0538,0.2392,0.2133,0.121,1,4.7234964,3.01262329976172,4.62652553339932
6,6,223.12,-0.58464,1.4101,1.8082,0.321271033984701,0.870017058309521,297.0778,284.9711,0.0484,0.2057,0.0234,0.0528,0.2471,0.2066,0.1085,1,5.04405,4.28747376860196,4.92262996720167
6,6,164.84,-0.28754,1.1203,2.1816,0.321271033984701,0.870017058309521,293.1067,285.0111,0.045,0.2149,0.0229,0.0539,0.2547,0.2058,0.102,1,3.4444306,2.10527068176806,3.63507379104416
6,6,212.78,-0.36288,1.1713,2.3184,0.321271033984701,0.870017058309521,301.5356,288.7333,0.0337,0.199,0.0176,0.0449,0.2291,0.1791,0.0832,1,4.265506,4.34218018326083,4.63064081762868
6,6,225.51,-0.20653,1.1268,2.8367,0.321271033984701,0.870017058309521,301.2644,289.2778,0.0315,0.2034,0.0162,0.0438,0.228,0.1757,0.0809,1,4.328276,3.83553140911174,4.52054877804532
6,6,181.7,-0.41145,1.1859,2.198,0.321271033984701,0.870017058309521,301.1244,287.4667,0.032,0.2114,0.0162,0.0455,0.2345,0.18,0.0825,1,4.0021567,4.37399555232434,4.3374614197022
6,6,193.91,-0.20628,0.86138,2.6265,0.321271033984701,0.870017058309521,299.7511,285.0044,0.0364,0.202,0.018,0.0465,0.2293,0.1778,0.0859,1,4.0106444,3.69356142803566,4.225218177007
6,6,149.13,-0.22386,0.72917,1.949,0.321271033984701,0.870017058309521,295.9133,281.4667,0.0374,0.1991,0.0178,0.0459,0.23,0.1792,0.0869,1,3.308612,3.28623704586785,4.0645984528847
6,6,122.92,-0.1692,0.62705,1.8082,0.321271033984701,0.870017058309521,290.2511,274.6533,0.0402,0.1996,0.018,0.0476,0.2345,0.1859,0.0933,1,2.2411656,1.81579125624113,2.84043892568774
6,6,122,-0.072075,0.55383,1.2776,0.321271033984701,0.870017058309521,291.5422,278.3156,0.0431,0.18,0.0196,0.0461,0.2175,0.1854,0.0954,1,3.104983,2.28659227230685,3.17049977945443
6,6,69.847,0.11478,0.30599,0.8816,0.321271033984701,0.870017058309521,296.2933,277.5489,0.0462,0.1634,0.0221,0.0457,0.2053,0.1815,0.0937,1,2.7720327,1.88730442421489,2.93728482774577
6,6,88.523,0.13527,0.31498,0.7204,0.321271033984701,0.870017058309521,281.8578,270.9289,0.0478,0.1438,0.0229,0.0455,0.1897,0.1749,0.0904,1,1.5526254,0.651339897521564,1.58631188688368
6,6,65.345,-0.010335,0.20179,0.2878,0.321271033984701,0.870017058309521,278.7911,268.5933,0.0522,0.1308,0.0241,0.0466,0.1731,0.1759,0.0897,1,1.0988597,0.448256776659176,1.2023050963929
6,6,53.486,0.13756,0.12356,0.4755,0.321271033984701,0.870017058309521,275.4711,266.6911,0.0514,0.112,0.0182,0.0363,0.1661,0.1803,0.1142,1,0.8247361,0.232964806068819,0.82198001059989
6,6,204.42,-0.093297,0.19848,0.0735,0.321271033984701,0.870017058309521,277.2822,263.9133,0.3652,0.3579,0.3323,0.3514,0.1386,0.078,0.0534,1,1.1959207,0.851125705953385,1.08278730333062
6,6,171.69,0.093079,0.15935,0.6,0.321271033984701,0.870017058309521,282.5311,270.8911,0.071,0.133,0.03,0.0519,0.1858,0.1959,0.1214,1,1.9896768,1.76947147688702,2.04130665806061
6,6,197.14,0.07129,0.20862,0.6429,0.321271033984701,0.870017058309521,284.72,273.6044,0.0699,0.1314,0.0288,0.0509,0.1838,0.1923,0.1171,1,2.1227677,2.0839648326218,2.30127419401768
6,6,174.53,-0.029725,0.34478,0.2122,0.321271033984701,0.870017058309521,266.769326688815,274.3778,0.0688,0.134,0.0248,0.0476,0.1896,0.2055,0.1185,1,1.5426472,2.12836217402887,1.05943270675213
6,6,203.25,-0.50331,0.91177,0.9816,0.321271033984701,0.870017058309521,289.5533,277.0511,0.0534,0.1642,0.0241,0.0479,0.2201,0.2198,0.134,1,2.92701,2.18355867982897,3.19214118002472
6,6,218.31,-0.6846,1.1526,1.2735,0.321271033984701,0.870017058309521,294.2956,277.44,0.054,0.1627,0.022,0.0501,0.2171,0.2149,0.1271,1,4.0054226,2.60071635834818,3.83214055397265
6,6,227.4,-0.63412,1.2437,1.2449,0.321271033984701,0.870017058309521,293.6511,280.3089,0.0524,0.1723,0.0243,0.0522,0.2231,0.2088,0.1185,1,4.3268347,3.37200161021057,4.12648564960493
6,6,256.19,-0.86857,1.5069,1.6245,0.321271033984701,0.870017058309521,293.8089,279.5689,0.0465,0.188,0.0258,0.0531,0.2254,0.189,0.095,1,5.3136535,4.5663726138588,4.6654437935756
6,6,264.74,-0.48022,1.4197,1.9082,0.321271033984701,0.870017058309521,302.6622,288.6378,0.0461,0.2018,0.025,0.0539,0.2332,0.1919,0.0918,1,5.150758,5.87604189825055,4.81544463267414
