site ID,crosval ID,sw,nee,gpp,lai,ave,amp,lst_day,lst_night,brdf1,brdf2,brdf3,brdf4,brdf5,brdf6,brdf7,lc,XGBoost GPP,SVR GPP,RF GPP
1,1,126.72,-0.7577,2.5921,1.3694,0.263842441137109,0.820166921969533,292.5511,279.3667,0.0396,0.2525,0.0156,0.0484,0.2707,0.1796,0.0772,0,3.5365677,3.77473700097666,3.9411378987047
1,1,95.474,-0.17777,1.4552,0.7041,0.263842441137109,0.820166921969533,279.1667,270.3844,0.0435,0.2587,0.0199,0.0527,0.2783,0.1854,0.0777,0,1.8863361,2.54958455556399,1.94489755647684
1,1,67.899,0.52747,0.67636,0.5939,0.263842441137109,0.820166921969533,274.72,269.9111,0.0653,0.246,0.0331,0.0635,0.2662,0.143722181146026,0.0806,0,1.3314532,1.94030452003577,0.994756365893253
1,1,70.346,0.59999,0.43882,0.7776,0.263842441137109,0.820166921969533,276.1867,271.1178,0.0637,0.2141,0.0242,0.0522,0.2491,0.182,0.0839,0,0.97665226,1.41503272412853,0.898160068276314
1,1,239.27,0.039508,0.25532,0,0.263842441137109,0.820166921969533,267.3622,260.9022,0.8126,0.7712,0.8278,0.8302,0.4124,0.1061,0.0427,0,0.6271917,0.944603574669869,0.403305506997809
1,1,272.4,0.020797,0.29967,0.1939,0.263842441137109,0.820166921969533,265.1,262.0289,0.8226,0.7813,0.8412,0.8435,0.411,0.0963,0.0392,0,0.6969193,1.05709592292667,0.410100094109338
1,1,229.43,0.083065,0.38107,0,0.263842441137109,0.820166921969533,272.5533,267.8356,0.8477,0.7997,0.8664,0.8612,0.4071,0.0899,0.0352,0,0.63030463,1.00003772064053,0.42263976866305
1,1,257.56,0.20695,0.48219,0.0143,0.263842441137109,0.820166921969533,272.0444,271.3511,0.7639,0.6922,0.7738,0.7754,0.2931,0.0732,0.041,0,0.6260567,1.02951264024589,0.418680872110715
1,1,208.28,0.1512,0.93786,0.2408,0.263842441137109,0.820166921969533,279.7556,270.4956,0.5165,0.4881,0.524,0.5284,0.2268,0.1005,0.06,0,0.9120673,1.02773053618266,0.778264147067943
1,1,202.87,0.41096,0.75861,0.3939,0.263842441137109,0.820166921969533,287.94,279.9267,0.0737,0.1732,0.0289,0.0548,0.2094,0.1686,0.1043,0,1.5452616,2.0256841948258,1.51160748548705
1,1,193.25,0.18361,0.97399,0.5816,0.263842441137109,0.820166921969533,284.1689,278.2133,0.0731,0.1761,0.0292,0.0549,0.2094,0.1704,0.1008,0,1.585284,2.05555440101923,1.46830878680377
1,1,258.89,-1.1208,2.4974,1.0265,0.263842441137109,0.820166921969533,295.0311,285.0533,0.0623,0.1952,0.024,0.0523,0.2279,0.1798,0.096,0,3.2158856,3.88436618736281,3.35782103685286
1,1,214.21,-2.5363,4.4568,1.1184,0.263842441137109,0.820166921969533,290.1,281.0089,0.058,0.2099,0.0216,0.052,0.2406,0.1805,0.0938,0,3.9587162,3.83528579935627,4.53815215133823
1,1,174.25,-2.6195,4.0997,1.2918,0.263842441137109,0.820166921969533,291.46,281.1356,0.0552,0.2418,0.0211,0.0541,0.2674,0.1848,0.0909,0,4.0832605,4.04742706308316,4.96438510263998
1,1,179.49,-1.9568,3.8367,1.5857,0.263842441137109,0.820166921969533,288.8533,278.4111,0.0554,0.2683,0.0217,0.0578,0.2914,0.1999,0.0926,0,4.2500386,4.35088282973938,5.24560659679604
1,1,152.99,-2.3288,3.7713,1.0204,0.263842441137109,0.820166921969533,292.24,277.36,0.0537,0.2806,0.0211,0.0577,0.3029,0.2036,0.0941,0,3.9166718,3.86576475257029,4.46222606014764
1,1,175.32,-1.5917,3.6518,1.3592,0.263842441137109,0.820166921969533,289.16,278.46,0.0573,0.2882,0.0256,0.0623,0.306,0.1998,0.0901,0,3.969265,4.35861212860242,5.03233760037136
1,1,192.54,-0.68764,2.1311,1.2694,0.263842441137109,0.820166921969533,295.6622,278.2956,0.0571,0.2806,0.0249,0.0603,0.2999,0.1982,0.0872,0,4.198453,4.70412339458708,5.43452804022851
1,1,296.01,-0.040734,0.18433,0,0.263842441137109,0.820166921969533,269.4222,262.7111,0.8912,0.8391,0.8977,0.8959,0.3993,0.081,0.0293,0,0.62453014,1.108738724594,0.408539565681417
1,1,307.43,0.037561,0.23354,0.1898,0.263842441137109,0.820166921969533,269.9444,263.9156,0.8905,0.7928,0.8882,0.9004,0.3341,0.0697,0.0276,0,0.6440215,1.1729676076808,0.416454196821226
1,1,279.49,-0.0052921,0.70887,0,0.263842441137109,0.820166921969533,273.88,270.6289,0.867,0.7599,0.8877,0.8871,0.2898,0.0653,0.0275,0,0.62940085,1.09357264970509,0.43710722875074
1,1,266.37,0.28297,0.43964,0,0.263842441137109,0.820166921969533,275.7978,271.1644,0.7658,0.6774,0.7815,0.7821,0.262,0.0688,0.0354,0,0.6509943,1.06103725014232,0.491449456728275
1,1,227.22,0.23077,0.65064,0.4163,0.263842441137109,0.820166921969533,281.4156,273.4289,0.6646,0.5943,0.6767,0.6812,0.2285,0.0856,0.0436,0,1.0615149,1.14724382119868,0.892341480377318
1,1,229.33,0.40832,0.71982,0.3673,0.263842441137109,0.820166921969533,283.2644,272.8067,0.0821,0.1852,0.0287,0.0559,0.2123,0.1678,0.103,0,1.2369429,1.97957085210365,1.21126547428832
1,1,139.38,0.24484,1.239,0.402,0.263842441137109,0.820166921969533,280.9556,279.6733,0.0802,0.1841,0.0315,0.0561,0.214,0.167,0.1024,0,1.236151,1.42534605853551,1.04890033456258
1,1,294.48,-1.0123,3.2667,0.9531,0.263842441137109,0.820166921969533,294.7356,286.8133,0.064,0.1969,0.0256,0.0523,0.2321,0.1819,0.0962,0,3.1854863,3.85560829355175,3.30192055584907
1,1,211.35,-1.2381,3.7396,1.102,0.263842441137109,0.820166921969533,298.5422,289.4578,0.0593,0.2106,0.0231,0.0509,0.2454,0.1889,0.0952,0,3.8672245,3.99119726330006,4.12443433371047
1,1,257.8,-2.3478,4.5288,1.5102,0.263842441137109,0.820166921969533,294.6289,285.8689,0.0518,0.2359,0.021,0.0502,0.2676,0.1974,0.0902,0,5.0754957,5.02650138736847,5.77496698198414
1,1,181.34,-2.1975,3.7826,1.3061,0.263842441137109,0.820166921969533,292.4622,289.1089,0.053,0.2492,0.0233,0.0539,0.2795,0.2035,0.089,0,4.1773806,4.12221050999511,5.20901529565262
1,1,130.72,-1.8978,2.8208,1.2367,0.263842441137109,0.820166921969533,284.4689,275.4267,0.0558,0.277,0.0222,0.0599,0.3004,0.2084,0.0917,0,2.992744,3.24869404030183,3.63499900679445
1,1,152.26,-1.9025,2.7647,1.4265,0.263842441137109,0.820166921969533,289.26,277.7644,0.0514,0.2785,0.0199,0.0548,0.2997,0.1954,0.0871,0,3.2352223,4.07483592280338,4.17401588393137
1,1,131.47,-1.3202,2.3439,1.2673,0.263842441137109,0.820166921969533,287.16,277.3311,0.0492,0.2714,0.0189,0.0518,0.294,0.1914,0.0843,0,3.0197337,3.58462997316694,3.57854423841527
1,1,272.51,-0.14386,0.22501,0.1898,0.263842441137109,0.820166921969533,267.4267,264.66,0.9141,0.8574,0.9329,0.9294,0.4723,0.1234,0.0472,0,0.6443764,1.03399024557301,0.409276085509615
1,1,317.27,-0.013593,0.29326,0,0.263842441137109,0.820166921969533,273.7511,271.0222,0.8457,0.7421,0.869,0.8674,0.3186,0.0635,0.0236,0,0.6296183,1.16835435597416,0.436889598988761
1,1,311.74,0.044748,0.53585,0.3102,0.263842441137109,0.820166921969533,277.3622,273.68,0.7291,0.6432,0.7472,0.7453,0.2657,0.0795,0.0323,0,0.7888052,1.20455338138478,0.538129365849838
1,1,230.89,0.39065,0.38506,0.6184,0.263842441137109,0.820166921969533,284.7022,279.9333,0.0762,0.1768,0.0272,0.0532,0.2008,0.1615,0.0896,0,1.5705378,2.3442846130779,1.49842841650139
1,1,243.12,-0.16334,1.4673,0.4633,0.263842441137109,0.820166921969533,289.7133,286.2778,0.0707,0.1688,0.0254,0.0502,0.1941,0.1537,0.0867,0,2.0462565,2.48470437444418,1.99234767011228
1,1,282.97,-1.8032,3.4734,0.8041,0.263842441137109,0.820166921969533,290.2933,283.0089,0.0493,0.153,0.019,0.0405,0.1701,0.1273,0.0639,0,3.2617774,3.68333947554233,3.41707909633001
1,1,234.99,-2.1049,3.5783,0.9306,0.263842441137109,0.820166921969533,288.3867,283.0533,0.042,0.1564,0.0183,0.0395,0.1714,0.1215,0.0554,0,3.2420928,3.99867153693528,2.73304940739315
1,1,165.08,-2.3599,3.0219,0.5755,0.263842441137109,0.820166921969533,289.3089,286.4489,0.0424,0.1725,0.0211,0.0434,0.1855,0.1267,0.0549,0,3.1412737,3.28487032636126,2.97924566101741
1,1,202.22,-2.8503,4.3055,1.4469,0.263842441137109,0.820166921969533,290.6822,288.5644,0.0335,0.2001,0.0153,0.0401,0.196,0.1234,0.0508,0,5.036884,5.19061465539851,7.7356028447874
1,1,150.36,-1.9661,3.5346,1.3571,0.263842441137109,0.820166921969533,291.2644,279.2867,0.0326,0.2078,0.0138,0.0403,0.2011,0.1269,0.0526,0,3.971558,4.45100944519738,4.69366821976944
1,1,125.91,-1.3867,3.3381,1.249,0.263842441137109,0.820166921969533,288.8756,279.02,0.0343,0.2166,0.0155,0.0428,0.2147,0.1398,0.0586,0,3.2461445,3.80051443471645,3.63962246157933
1,1,247.33,-1.4746,4.1441,0.7143,0.263842441137109,0.820166921969533,290.4822,282.8044,0.0709,0.1865,0.0289,0.0529,0.2226,0.1773,0.1013,0,3.5043106,2.94226797283833,3.5198576865983
1,1,230.93,-1.4669,3.0251,0.8367,0.263842441137109,0.820166921969533,288.0422,280.4667,0.0668,0.1933,0.0272,0.0535,0.2269,0.1746,0.0958,0,2.8588593,3.13504637559554,2.46088861532347
1,1,157.61,-2.2529,3.4589,0.6592,0.263842441137109,0.820166921969533,287.0356,279.0911,0.0655,0.2008,0.0271,0.0584,0.2312,0.1738,0.0916,0,2.7144997,2.45510517432483,2.34701445244105
1,1,167.31,-2.5125,4.4465,1.1367,0.263842441137109,0.820166921969533,289.9911,282.2244,0.0571,0.2505,0.0323,0.0573,0.2766,0.1866,0.0952,0,3.9477763,3.84438330756367,4.59148354175364
1,1,203.51,-3.6801,5.1649,1.9653,0.263842441137109,0.820166921969533,289.6156,285.68,0.0559,0.2571,0.0266,0.0609,0.27,0.188,0.0895,0,4.7672973,4.8847191797334,5.5390086619223
1,1,173.78,-2.5469,3.4464,1.6898,0.263842441137109,0.820166921969533,289.0756,282.8622,0.0552,0.2739,0.0244,0.0609,0.2855,0.1914,0.086,0,4.052017,4.47529069416547,5.28986642953229
1,1,136.52,-2.8695,4.2474,1.351,0.263842441137109,0.820166921969533,288.4267,276.5511,0.0547,0.2868,0.0244,0.0607,0.2967,0.1943,0.085,0,3.8453343,3.79353219572937,3.91522340361186
1,1,152.77,-2.3377,4.2706,1.2796,0.263842441137109,0.820166921969533,293.32,281.7244,0.0569,0.277,0.0238,0.0592,0.2881,0.1852,0.08,0,4.79523,4.14956585704973,4.98445714286766
1,1,119.4,-0.80607,2.8363,1.2612,0.263842441137109,0.820166921969533,289.7022,277.6556,0.0588,0.2845,0.0231,0.0608,0.2989,0.1986,0.0844,0,3.1293976,3.38088398053361,3.68663119493309
1,1,82.133,0.048268,1.8911,0.9184,0.263842441137109,0.820166921969533,281.9133,273.0978,0.0636,0.2807,0.0243,0.0627,0.2976,0.1993,0.0852,0,1.6328083,2.29587539554745,1.66272274179877
1,1,86.24,0.33863,1.3395,0.7653,0.263842441137109,0.820166921969533,282.3244,270.8578,0.0707,0.2465,0.0262,0.0573,0.2834,0.2002,0.0865,0,1.1776464,1.83473504581502,1.10987642881438
1,1,87.566,0.53701,0.79836,0.6735,0.263842441137109,0.820166921969533,278.3511,269.4178,0.0728,0.2323,0.0259,0.056,0.2811,0.2062,0.0942,0,1.0716317,1.47467118805381,0.946099253946792
1,1,210.45,-0.0547,0.1324,0,0.263842441137109,0.820166921969533,268.2778,264.4756,0.871,0.8106,0.9001,0.8888,0.425,0.1199,0.0469,0,0.6510952,0.8990008273584,0.403305506997809
1,1,244.59,-0.034652,0.1671,0,0.263842441137109,0.820166921969533,273.6844,264.9844,0.8528,0.7625,0.876,0.8718,0.3346,0.0966,0.0383,0,0.62912035,0.983606625515218,0.436889598988761
1,1,276.57,-0.053618,0.51708,0.0571,0.263842441137109,0.820166921969533,270.2578,264.3556,0.8133,0.7165,0.8361,0.8321,0.2974,0.0781,0.0365,0,0.6252917,1.04872119217181,0.41206420860235
1,1,289.45,0.21048,0.72028,0.1204,0.263842441137109,0.820166921969533,277.1467,271.4667,0.7127,0.6289,0.7333,0.7285,0.2415,0.069,0.0386,0,0.6588063,1.12516345850556,0.519901237572993
1,1,233.1,0.4418,0.62725,0.5653,0.263842441137109,0.820166921969533,281.7467,275.6356,0.5102,0.4746,0.5196,0.5167,0.1793,0.1116,0.0566,0,1.1662438,1.19314547050449,0.909140164081128
1,1,269.87,0.45544,1.4749,0.5959,0.263842441137109,0.820166921969533,290.4378,282.1311,0.0807,0.1988,0.0312,0.0577,0.2438,0.2036,0.1152,0,2.3961825,2.68651098402234,2.61282581018664
1,1,168.1,-0.50905,1.7823,0.7755,0.263842441137109,0.820166921969533,285.0867,278.6556,0.0789,0.2066,0.0307,0.0587,0.25,0.2015,0.111,0,1.9154632,2.17929498846117,1.7185288243648
1,1,202.67,-0.53133,2.8558,1.1837,0.263842441137109,0.820166921969533,290.2133,280.1067,0.0705,0.2236,0.0294,0.0596,0.2613,0.1933,0.0993,0,3.7195942,3.57250721683864,5.12747117170114
1,1,247.27,-2.7234,5.5688,1.2245,0.263842441137109,0.820166921969533,291.7289,285.4978,0.0638,0.2394,0.0258,0.0578,0.2735,0.1963,0.0951,0,4.4593763,4.40592059554681,5.08013360431297
1,1,168.16,-2.5176,5.1338,1.3143,0.263842441137109,0.820166921969533,291.4778,282.3733,0.0629,0.2528,0.0258,0.06,0.2859,0.2052,0.0956,0,4.4681697,3.75763958915927,5.00130565489166
1,1,192.11,-3.1675,5.8075,1.5714,0.263842441137109,0.820166921969533,292.3733,281.6622,0.0609,0.273,0.0245,0.0617,0.3083,0.2175,0.0978,0,5.5441146,4.44049523178052,5.67761446084992
1,1,168.39,-1.7126,4.1019,1.0367,0.263842441137109,0.820166921969533,287.0711,279.4978,0.0596,0.2724,0.0245,0.0608,0.3085,0.2129,0.0975,0,3.3581843,3.62268241858662,2.85694100410296
1,1,172.74,-0.86771,3.0272,1.2102,0.263842441137109,0.820166921969533,290.5711,278.5511,0.0615,0.2688,0.0276,0.0599,0.3077,0.2123,0.0953,0,3.6997533,3.86673742750385,4.82433456500154
